event_id,timestamp,receipt_id,sku,event_type,surface,metadata
INT-0005341,2026-02-14T10:24:49,RCPT-20260214-00507,P-0052,view,checkout_upsell,synthetic
INT-0005342,2026-02-14T10:24:49,RCPT-20260214-00507,P-0052,hover,checkout_upsell,synthetic
INT-0005343,2026-02-14T12:36:38,RCPT-20260214-00508,P-0054,view,checkout_upsell,synthetic
INT-0005344,2026-02-14T12:36:38,RCPT-20260214-00508,P-0054,hover,checkout_upsell,synthetic
INT-0005345,2026-02-14T12:36:38,RCPT-20260214-00508,P-0041,view,checkout_upsell,synthetic
INT-0005346,2026-02-14T12:36:38,RCPT-20260214-00508,P-0041,hover,checkout_upsell,synthetic
INT-0005347,2026-02-14T12:36:38,RCPT-20260214-00508,P-0041,click,checkout_upsell,synthetic
INT-0005348,2026-02-14T12:36:38,RCPT-20260214-00508,P-0005,view,checkout_upsell,synthetic
INT-0005349,2026-02-14T12:36:38,RCPT-20260214-00508,P-0005,hover,checkout_upsell,synthetic
INT-0005350,2026-02-14T12:36:38,RCPT-20260214-00508,P-0076,view,checkout_upsell,synthetic
INT-0005351,2026-02-14T12:36:38,RCPT-20260214-00508,P-0076,hover,checkout_upsell,synthetic
INT-0005352,2026-02-14T12:36:38,RCPT-20260214-00508,P-0072,view,checkout_upsell,synthetic
INT-0005353,2026-02-14T12:36:38,RCPT-20260214-00508,P-0072,hover,checkout_upsell,synthetic
INT-0005354,2026-02-14T12:36:38,RCPT-20260214-00508,P-0039,view,checkout_upsell,synthetic
INT-0005355,2026-02-14T12:36:38,RCPT-20260214-00508,P-0039,hover,checkout_upsell,synthetic
INT-0005356,2026-02-14T12:36:38,RCPT-20260214-00508,P-0039,click,checkout_upsell,synthetic
INT-0005357,2026-02-14T22:31:33,RCPT-20260214-00509,P-0048,view,checkout_upsell,synthetic
INT-0005358,2026-02-14T22:31:33,RCPT-20260214-00509,P-0048,hover,checkout_upsell,synthetic
INT-0005359,2026-02-14T22:31:33,RCPT-20260214-00509,P-0010,view,checkout_upsell,synthetic
INT-0005360,2026-02-14T22:31:33,RCPT-20260214-00509,P-0010,hover,checkout_upsell,synthetic
INT-0005361,2026-02-14T22:31:33,RCPT-20260214-00509,P-0013,view,checkout_upsell,synthetic
INT-0005362,2026-02-14T22:31:33,RCPT-20260214-00509,P-0013,click,checkout_upsell,synthetic
INT-0005363,2026-02-14T22:31:33,RCPT-20260214-00509,P-0046,view,checkout_upsell,synthetic
INT-0005364,2026-02-14T22:31:33,RCPT-20260214-00509,P-0046,hover,checkout_upsell,synthetic
INT-0005365,2026-02-14T22:31:33,RCPT-20260214-00509,P-0066,view,checkout_upsell,synthetic
INT-0005366,2026-02-14T22:31:33,RCPT-20260214-00509,P-0058,view,checkout_upsell,synthetic
INT-0005367,2026-02-14T12:36:03,RCPT-20260214-00510,P-0069,view,checkout_upsell,synthetic
INT-0005368,2026-02-14T12:36:03,RCPT-20260214-00510,P-0069,hover,checkout_upsell,synthetic
INT-0005369,2026-02-14T12:36:03,RCPT-20260214-00510,P-0046,view,checkout_upsell,synthetic
INT-0005370,2026-02-14T12:36:03,RCPT-20260214-00510,P-0046,hover,checkout_upsell,synthetic
INT-0005371,2026-02-14T12:36:03,RCPT-20260214-00510,P-0020,view,checkout_upsell,synthetic
INT-0005372,2026-02-14T12:36:03,RCPT-20260214-00510,P-0020,hover,checkout_upsell,synthetic
INT-0005373,2026-02-14T12:36:03,RCPT-20260214-00510,P-0005,view,checkout_upsell,synthetic
INT-0005374,2026-02-14T12:36:03,RCPT-20260214-00510,P-0047,view,checkout_upsell,synthetic
INT-0005375,2026-02-14T12:36:03,RCPT-20260214-00510,P-0047,hover,checkout_upsell,synthetic
INT-0005376,2026-02-14T12:36:03,RCPT-20260214-00510,P-0009,view,checkout_upsell,synthetic
INT-0005377,2026-02-14T12:36:03,RCPT-20260214-00510,P-0009,hover,checkout_upsell,synthetic
INT-0005378,2026-02-14T12:36:03,RCPT-20260214-00510,P-0009,click,checkout_upsell,synthetic
INT-0005379,2026-02-14T09:47:42,RCPT-20260214-00511,P-0065,view,checkout_upsell,synthetic
INT-0005380,2026-02-14T09:47:42,RCPT-20260214-00511,P-0065,hover,checkout_upsell,synthetic
INT-0005381,2026-02-14T09:47:42,RCPT-20260214-00511,P-0065,click,checkout_upsell,synthetic
INT-0005382,2026-02-14T09:47:42,RCPT-20260214-00511,P-0006,view,checkout_upsell,synthetic
INT-0005383,2026-02-14T09:47:42,RCPT-20260214-00511,P-0059,view,checkout_upsell,synthetic
INT-0005384,2026-02-14T09:47:42,RCPT-20260214-00511,P-0059,hover,checkout_upsell,synthetic
INT-0005385,2026-02-14T09:47:42,RCPT-20260214-00511,P-0059,click,checkout_upsell,synthetic
INT-0005386,2026-02-14T09:47:42,RCPT-20260214-00511,P-0066,view,checkout_upsell,synthetic
INT-0005387,2026-02-14T09:47:42,RCPT-20260214-00511,P-0066,hover,checkout_upsell,synthetic
INT-0005388,2026-02-14T09:47:42,RCPT-20260214-00511,P-0049,view,checkout_upsell,synthetic
INT-0005389,2026-02-14T09:47:42,RCPT-20260214-00511,P-0047,view,checkout_upsell,synthetic
INT-0005390,2026-02-14T17:51:16,RCPT-20260214-00512,P-0060,view,checkout_upsell,synthetic
INT-0005391,2026-02-14T17:51:16,RCPT-20260214-00512,P-0060,hover,checkout_upsell,synthetic
INT-0005392,2026-02-14T17:51:16,RCPT-20260214-00512,P-0035,view,checkout_upsell,synthetic
INT-0005393,2026-02-14T17:51:16,RCPT-20260214-00512,P-0035,hover,checkout_upsell,synthetic
INT-0005394,2026-02-14T17:51:16,RCPT-20260214-00512,P-0017,view,checkout_upsell,synthetic
INT-0005395,2026-02-14T17:51:16,RCPT-20260214-00512,P-0017,hover,checkout_upsell,synthetic
INT-0005396,2026-02-14T17:51:16,RCPT-20260214-00512,P-0002,view,checkout_upsell,synthetic
INT-0005397,2026-02-14T17:51:16,RCPT-20260214-00512,P-0002,hover,checkout_upsell,synthetic
INT-0005398,2026-02-14T17:51:16,RCPT-20260214-00512,P-0064,view,checkout_upsell,synthetic
INT-0005399,2026-02-14T17:51:16,RCPT-20260214-00512,P-0064,hover,checkout_upsell,synthetic
INT-0005400,2026-02-14T17:51:16,RCPT-20260214-00512,P-0076,view,checkout_upsell,synthetic
INT-0005401,2026-02-14T17:51:16,RCPT-20260214-00512,P-0076,hover,checkout_upsell,synthetic
INT-0005402,2026-02-14T14:07:00,RCPT-20260214-00513,P-0036,view,checkout_upsell,synthetic
INT-0005403,2026-02-14T14:07:00,RCPT-20260214-00513,P-0036,click,checkout_upsell,synthetic
INT-0005404,2026-02-14T14:07:00,RCPT-20260214-00513,P-0021,view,checkout_upsell,synthetic
INT-0005405,2026-02-14T14:07:00,RCPT-20260214-00513,P-0021,hover,checkout_upsell,synthetic
INT-0005406,2026-02-14T14:07:00,RCPT-20260214-00513,P-0038,view,checkout_upsell,synthetic
INT-0005407,2026-02-14T14:07:00,RCPT-20260214-00513,P-0038,hover,checkout_upsell,synthetic
INT-0005408,2026-02-14T14:07:00,RCPT-20260214-00513,P-0057,view,checkout_upsell,synthetic
INT-0005409,2026-02-14T14:07:00,RCPT-20260214-00513,P-0075,view,checkout_upsell,synthetic
INT-0005410,2026-02-14T14:07:00,RCPT-20260214-00513,P-0004,view,checkout_upsell,synthetic
INT-0005411,2026-02-14T09:08:08,RCPT-20260214-00514,P-0061,view,checkout_upsell,synthetic
INT-0005412,2026-02-14T09:08:08,RCPT-20260214-00514,P-0061,hover,checkout_upsell,synthetic
INT-0005413,2026-02-14T09:08:08,RCPT-20260214-00514,P-0074,view,checkout_upsell,synthetic
INT-0005414,2026-02-14T09:08:08,RCPT-20260214-00514,P-0074,hover,checkout_upsell,synthetic
INT-0005415,2026-02-14T09:08:08,RCPT-20260214-00514,P-0038,view,checkout_upsell,synthetic
INT-0005416,2026-02-14T09:08:08,RCPT-20260214-00514,P-0038,hover,checkout_upsell,synthetic
INT-0005417,2026-02-14T09:08:08,RCPT-20260214-00514,P-0019,view,checkout_upsell,synthetic
INT-0005418,2026-02-14T09:08:08,RCPT-20260214-00514,P-0073,view,checkout_upsell,synthetic
INT-0005419,2026-02-14T09:08:08,RCPT-20260214-00514,P-0073,hover,checkout_upsell,synthetic
INT-0005420,2026-02-14T09:08:08,RCPT-20260214-00514,P-0066,view,checkout_upsell,synthetic
INT-0005421,2026-02-14T21:40:54,RCPT-20260214-00515,P-0051,view,checkout_upsell,synthetic
INT-0005422,2026-02-14T21:40:54,RCPT-20260214-00515,P-0069,view,checkout_upsell,synthetic
INT-0005423,2026-02-14T21:40:54,RCPT-20260214-00515,P-0069,hover,checkout_upsell,synthetic
INT-0005424,2026-02-14T21:40:54,RCPT-20260214-00515,P-0050,view,checkout_upsell,synthetic
INT-0005425,2026-02-14T21:40:54,RCPT-20260214-00515,P-0058,view,checkout_upsell,synthetic
INT-0005426,2026-02-14T21:40:54,RCPT-20260214-00515,P-0058,click,checkout_upsell,synthetic
INT-0005427,2026-02-14T21:40:54,RCPT-20260214-00515,P-0004,view,checkout_upsell,synthetic
INT-0005428,2026-02-14T21:40:54,RCPT-20260214-00515,P-0016,view,checkout_upsell,synthetic
INT-0005429,2026-02-14T21:40:54,RCPT-20260214-00515,P-0016,click,checkout_upsell,synthetic
INT-0005430,2026-02-14T15:30:01,RCPT-20260214-00516,P-0011,view,checkout_upsell,synthetic
INT-0005431,2026-02-14T15:30:01,RCPT-20260214-00516,P-0011,click,checkout_upsell,synthetic
INT-0005432,2026-02-14T15:30:01,RCPT-20260214-00516,P-0074,view,checkout_upsell,synthetic
INT-0005433,2026-02-14T15:30:01,RCPT-20260214-00516,P-0074,hover,checkout_upsell,synthetic
INT-0005434,2026-02-14T15:30:01,RCPT-20260214-00516,P-0068,view,checkout_upsell,synthetic
INT-0005435,2026-02-14T15:30:01,RCPT-20260214-00516,P-0055,view,checkout_upsell,synthetic
INT-0005436,2026-02-14T15:30:01,RCPT-20260214-00516,P-0055,hover,checkout_upsell,synthetic
INT-0005437,2026-02-14T15:30:01,RCPT-20260214-00516,P-0066,view,checkout_upsell,synthetic
INT-0005438,2026-02-14T15:30:01,RCPT-20260214-00516,P-0066,hover,checkout_upsell,synthetic
INT-0005439,2026-02-14T15:30:01,RCPT-20260214-00516,P-0066,click,checkout_upsell,synthetic
INT-0005440,2026-02-14T15:30:01,RCPT-20260214-00516,P-0018,view,checkout_upsell,synthetic
INT-0005441,2026-02-14T15:30:01,RCPT-20260214-00516,P-0018,hover,checkout_upsell,synthetic
INT-0005442,2026-02-14T19:35:18,RCPT-20260214-00517,P-0065,view,checkout_upsell,synthetic
INT-0005443,2026-02-14T19:35:18,RCPT-20260214-00517,P-0069,view,checkout_upsell,synthetic
INT-0005444,2026-02-14T19:35:18,RCPT-20260214-00517,P-0069,hover,checkout_upsell,synthetic
INT-0005445,2026-02-14T19:35:18,RCPT-20260214-00517,P-0008,view,checkout_upsell,synthetic
INT-0005446,2026-02-14T19:35:18,RCPT-20260214-00517,P-0060,view,checkout_upsell,synthetic
INT-0005447,2026-02-14T19:35:18,RCPT-20260214-00517,P-0060,hover,checkout_upsell,synthetic
INT-0005448,2026-02-14T19:35:18,RCPT-20260214-00517,P-0001,view,checkout_upsell,synthetic
INT-0005449,2026-02-14T19:35:18,RCPT-20260214-00517,P-0032,view,checkout_upsell,synthetic
INT-0005450,2026-02-15T22:30:07,RCPT-20260215-00518,P-0034,view,checkout_upsell,synthetic
INT-0005451,2026-02-15T22:30:07,RCPT-20260215-00518,P-0034,hover,checkout_upsell,synthetic
INT-0005452,2026-02-15T22:30:07,RCPT-20260215-00518,P-0074,view,checkout_upsell,synthetic
INT-0005453,2026-02-15T22:30:07,RCPT-20260215-00518,P-0074,hover,checkout_upsell,synthetic
INT-0005454,2026-02-15T22:30:07,RCPT-20260215-00518,P-0042,view,checkout_upsell,synthetic
INT-0005455,2026-02-15T22:30:07,RCPT-20260215-00518,P-0042,hover,checkout_upsell,synthetic
INT-0005456,2026-02-15T22:30:07,RCPT-20260215-00518,P-0004,view,checkout_upsell,synthetic
INT-0005457,2026-02-15T22:30:07,RCPT-20260215-00518,P-0004,hover,checkout_upsell,synthetic
INT-0005458,2026-02-15T22:30:07,RCPT-20260215-00518,P-0052,view,checkout_upsell,synthetic
INT-0005459,2026-02-15T22:30:07,RCPT-20260215-00518,P-0052,hover,checkout_upsell,synthetic
INT-0005460,2026-02-15T22:30:07,RCPT-20260215-00518,P-0009,view,checkout_upsell,synthetic
INT-0005461,2026-02-15T22:30:07,RCPT-20260215-00518,P-0009,hover,checkout_upsell,synthetic
INT-0005462,2026-02-15T17:58:43,RCPT-20260215-00519,P-0048,view,checkout_upsell,synthetic
INT-0005463,2026-02-15T17:58:43,RCPT-20260215-00519,P-0015,view,checkout_upsell,synthetic
INT-0005464,2026-02-15T17:58:43,RCPT-20260215-00519,P-0015,hover,checkout_upsell,synthetic
INT-0005465,2026-02-15T17:58:43,RCPT-20260215-00519,P-0068,view,checkout_upsell,synthetic
INT-0005466,2026-02-15T17:58:43,RCPT-20260215-00519,P-0027,view,checkout_upsell,synthetic
INT-0005467,2026-02-15T17:58:43,RCPT-20260215-00519,P-0027,hover,checkout_upsell,synthetic
INT-0005468,2026-02-15T17:58:43,RCPT-20260215-00519,P-0010,view,checkout_upsell,synthetic
INT-0005469,2026-02-15T17:58:43,RCPT-20260215-00519,P-0010,hover,checkout_upsell,synthetic
INT-0005470,2026-02-15T17:58:43,RCPT-20260215-00519,P-0047,view,checkout_upsell,synthetic
INT-0005471,2026-02-15T12:44:47,RCPT-20260215-00520,P-0051,view,checkout_upsell,synthetic
INT-0005472,2026-02-15T12:44:47,RCPT-20260215-00520,P-0021,view,checkout_upsell,synthetic
INT-0005473,2026-02-15T12:44:47,RCPT-20260215-00520,P-0021,hover,checkout_upsell,synthetic
INT-0005474,2026-02-15T12:44:47,RCPT-20260215-00520,P-0038,view,checkout_upsell,synthetic
INT-0005475,2026-02-15T12:44:47,RCPT-20260215-00520,P-0032,view,checkout_upsell,synthetic
INT-0005476,2026-02-15T12:44:47,RCPT-20260215-00520,P-0032,hover,checkout_upsell,synthetic
INT-0005477,2026-02-15T12:44:47,RCPT-20260215-00520,P-0007,view,checkout_upsell,synthetic
INT-0005478,2026-02-15T12:44:47,RCPT-20260215-00520,P-0007,hover,checkout_upsell,synthetic
INT-0005479,2026-02-15T12:44:47,RCPT-20260215-00520,P-0052,view,checkout_upsell,synthetic
INT-0005480,2026-02-15T12:44:47,RCPT-20260215-00520,P-0052,click,checkout_upsell,synthetic
INT-0005481,2026-02-15T11:35:03,RCPT-20260215-00521,P-0069,view,checkout_upsell,synthetic
INT-0005482,2026-02-15T11:35:03,RCPT-20260215-00521,P-0069,hover,checkout_upsell,synthetic
INT-0005483,2026-02-15T11:35:03,RCPT-20260215-00521,P-0054,view,checkout_upsell,synthetic
INT-0005484,2026-02-15T11:35:03,RCPT-20260215-00521,P-0001,view,checkout_upsell,synthetic
INT-0005485,2026-02-15T11:35:03,RCPT-20260215-00521,P-0001,hover,checkout_upsell,synthetic
INT-0005486,2026-02-15T11:35:03,RCPT-20260215-00521,P-0066,view,checkout_upsell,synthetic
INT-0005487,2026-02-15T11:35:03,RCPT-20260215-00521,P-0066,click,checkout_upsell,synthetic
INT-0005488,2026-02-15T11:35:03,RCPT-20260215-00521,P-0064,view,checkout_upsell,synthetic
INT-0005489,2026-02-15T11:35:03,RCPT-20260215-00521,P-0062,view,checkout_upsell,synthetic
INT-0005490,2026-02-15T16:14:31,RCPT-20260215-00522,P-0008,view,checkout_upsell,synthetic
INT-0005491,2026-02-15T16:14:31,RCPT-20260215-00522,P-0008,hover,checkout_upsell,synthetic
INT-0005492,2026-02-15T16:14:31,RCPT-20260215-00522,P-0059,view,checkout_upsell,synthetic
INT-0005493,2026-02-15T16:14:31,RCPT-20260215-00522,P-0059,hover,checkout_upsell,synthetic
INT-0005494,2026-02-15T16:14:31,RCPT-20260215-00522,P-0005,view,checkout_upsell,synthetic
INT-0005495,2026-02-15T16:14:31,RCPT-20260215-00522,P-0005,hover,checkout_upsell,synthetic
INT-0005496,2026-02-15T16:14:31,RCPT-20260215-00522,P-0005,click,checkout_upsell,synthetic
INT-0005497,2026-02-15T16:14:31,RCPT-20260215-00522,P-0076,view,checkout_upsell,synthetic
INT-0005498,2026-02-15T16:14:31,RCPT-20260215-00522,P-0076,hover,checkout_upsell,synthetic
INT-0005499,2026-02-15T16:14:31,RCPT-20260215-00522,P-0063,view,checkout_upsell,synthetic
INT-0005500,2026-02-15T16:14:31,RCPT-20260215-00522,P-0063,hover,checkout_upsell,synthetic
INT-0005501,2026-02-15T16:14:31,RCPT-20260215-00522,P-0033,view,checkout_upsell,synthetic
INT-0005502,2026-02-15T16:14:31,RCPT-20260215-00522,P-0033,hover,checkout_upsell,synthetic
INT-0005503,2026-02-15T19:03:59,RCPT-20260215-00523,P-0048,view,checkout_upsell,synthetic
INT-0005504,2026-02-15T19:03:59,RCPT-20260215-00523,P-0048,hover,checkout_upsell,synthetic
INT-0005505,2026-02-15T19:03:59,RCPT-20260215-00523,P-0065,view,checkout_upsell,synthetic
INT-0005506,2026-02-15T19:03:59,RCPT-20260215-00523,P-0071,view,checkout_upsell,synthetic
INT-0005507,2026-02-15T19:03:59,RCPT-20260215-00523,P-0071,hover,checkout_upsell,synthetic
INT-0005508,2026-02-15T19:03:59,RCPT-20260215-00523,P-0020,view,checkout_upsell,synthetic
INT-0005509,2026-02-15T19:03:59,RCPT-20260215-00523,P-0020,hover,checkout_upsell,synthetic
INT-0005510,2026-02-15T19:03:59,RCPT-20260215-00523,P-0057,view,checkout_upsell,synthetic
INT-0005511,2026-02-15T19:03:59,RCPT-20260215-00523,P-0076,view,checkout_upsell,synthetic
INT-0005512,2026-02-15T19:03:59,RCPT-20260215-00523,P-0076,hover,checkout_upsell,synthetic
INT-0005513,2026-02-15T10:40:07,RCPT-20260215-00524,P-0069,view,checkout_upsell,synthetic
INT-0005514,2026-02-15T10:40:07,RCPT-20260215-00524,P-0069,hover,checkout_upsell,synthetic
INT-0005515,2026-02-15T10:40:07,RCPT-20260215-00524,P-0012,view,checkout_upsell,synthetic
INT-0005516,2026-02-15T10:40:07,RCPT-20260215-00524,P-0012,hover,checkout_upsell,synthetic
INT-0005517,2026-02-15T10:40:07,RCPT-20260215-00524,P-0068,view,checkout_upsell,synthetic
INT-0005518,2026-02-15T10:40:07,RCPT-20260215-00524,P-0068,hover,checkout_upsell,synthetic
INT-0005519,2026-02-15T10:40:07,RCPT-20260215-00524,P-0037,view,checkout_upsell,synthetic
INT-0005520,2026-02-15T10:40:07,RCPT-20260215-00524,P-0046,view,checkout_upsell,synthetic
INT-0005521,2026-02-15T10:40:07,RCPT-20260215-00524,P-0046,hover,checkout_upsell,synthetic
INT-0005522,2026-02-15T10:40:07,RCPT-20260215-00524,P-0014,view,checkout_upsell,synthetic
INT-0005523,2026-02-15T10:40:07,RCPT-20260215-00524,P-0014,click,checkout_upsell,synthetic
INT-0005524,2026-02-15T13:52:08,RCPT-20260215-00525,P-0040,view,checkout_upsell,synthetic
INT-0005525,2026-02-15T13:52:08,RCPT-20260215-00525,P-0040,hover,checkout_upsell,synthetic
INT-0005526,2026-02-15T13:52:08,RCPT-20260215-00525,P-0060,view,checkout_upsell,synthetic
INT-0005527,2026-02-15T13:52:08,RCPT-20260215-00525,P-0060,hover,checkout_upsell,synthetic
INT-0005528,2026-02-15T13:52:08,RCPT-20260215-00525,P-0064,view,checkout_upsell,synthetic
INT-0005529,2026-02-15T13:52:08,RCPT-20260215-00525,P-0007,view,checkout_upsell,synthetic
INT-0005530,2026-02-15T13:52:08,RCPT-20260215-00525,P-0075,view,checkout_upsell,synthetic
INT-0005531,2026-02-15T13:52:08,RCPT-20260215-00525,P-0075,hover,checkout_upsell,synthetic
INT-0005532,2026-02-15T13:52:08,RCPT-20260215-00525,P-0076,view,checkout_upsell,synthetic
INT-0005533,2026-02-15T13:52:08,RCPT-20260215-00525,P-0076,hover,checkout_upsell,synthetic
INT-0005534,2026-02-15T19:48:26,RCPT-20260215-00526,P-0048,view,checkout_upsell,synthetic
INT-0005535,2026-02-15T19:48:26,RCPT-20260215-00526,P-0048,hover,checkout_upsell,synthetic
INT-0005536,2026-02-15T19:48:26,RCPT-20260215-00526,P-0036,view,checkout_upsell,synthetic
INT-0005537,2026-02-15T19:48:26,RCPT-20260215-00526,P-0036,hover,checkout_upsell,synthetic
INT-0005538,2026-02-15T19:48:26,RCPT-20260215-00526,P-0019,view,checkout_upsell,synthetic
INT-0005539,2026-02-15T19:48:26,RCPT-20260215-00526,P-0066,view,checkout_upsell,synthetic
INT-0005540,2026-02-15T19:48:26,RCPT-20260215-00526,P-0066,hover,checkout_upsell,synthetic
INT-0005541,2026-02-15T19:48:26,RCPT-20260215-00526,P-0018,view,checkout_upsell,synthetic
INT-0005542,2026-02-15T19:48:26,RCPT-20260215-00526,P-0018,hover,checkout_upsell,synthetic
INT-0005543,2026-02-15T19:48:26,RCPT-20260215-00526,P-0018,click,checkout_upsell,synthetic
INT-0005544,2026-02-15T19:48:26,RCPT-20260215-00526,P-0072,view,checkout_upsell,synthetic
INT-0005545,2026-02-15T08:28:09,RCPT-20260215-00527,P-0011,view,checkout_upsell,synthetic
INT-0005546,2026-02-15T08:28:09,RCPT-20260215-00527,P-0011,hover,checkout_upsell,synthetic
INT-0005547,2026-02-15T08:28:09,RCPT-20260215-00527,P-0071,view,checkout_upsell,synthetic
INT-0005548,2026-02-15T08:28:09,RCPT-20260215-00527,P-0071,hover,checkout_upsell,synthetic
INT-0005549,2026-02-15T08:28:09,RCPT-20260215-00527,P-0041,view,checkout_upsell,synthetic
INT-0005550,2026-02-15T08:28:09,RCPT-20260215-00527,P-0041,hover,checkout_upsell,synthetic
INT-0005551,2026-02-15T08:28:09,RCPT-20260215-00527,P-0066,view,checkout_upsell,synthetic
INT-0005552,2026-02-15T08:28:09,RCPT-20260215-00527,P-0066,hover,checkout_upsell,synthetic
INT-0005553,2026-02-15T08:28:09,RCPT-20260215-00527,P-0066,click,checkout_upsell,synthetic
INT-0005554,2026-02-15T08:28:09,RCPT-20260215-00527,P-0017,view,checkout_upsell,synthetic
INT-0005555,2026-02-15T08:28:09,RCPT-20260215-00527,P-0039,view,checkout_upsell,synthetic
INT-0005556,2026-02-15T08:28:09,RCPT-20260215-00527,P-0039,hover,checkout_upsell,synthetic
INT-0005557,2026-02-15T22:41:09,RCPT-20260215-00528,P-0034,view,checkout_upsell,synthetic
INT-0005558,2026-02-15T22:41:09,RCPT-20260215-00528,P-0034,hover,checkout_upsell,synthetic
INT-0005559,2026-02-15T22:41:09,RCPT-20260215-00528,P-0021,view,checkout_upsell,synthetic
INT-0005560,2026-02-15T22:41:09,RCPT-20260215-00528,P-0021,hover,checkout_upsell,synthetic
INT-0005561,2026-02-15T22:41:09,RCPT-20260215-00528,P-0046,view,checkout_upsell,synthetic
INT-0005562,2026-02-15T22:41:09,RCPT-20260215-00528,P-0001,view,checkout_upsell,synthetic
INT-0005563,2026-02-15T22:41:09,RCPT-20260215-00528,P-0001,hover,checkout_upsell,synthetic
INT-0005564,2026-02-15T22:41:09,RCPT-20260215-00528,P-0039,view,checkout_upsell,synthetic
INT-0005565,2026-02-15T22:41:09,RCPT-20260215-00528,P-0039,hover,checkout_upsell,synthetic
INT-0005566,2026-02-15T22:41:09,RCPT-20260215-00528,P-0033,view,checkout_upsell,synthetic
INT-0005567,2026-02-15T19:25:28,RCPT-20260215-00529,P-0061,view,checkout_upsell,synthetic
INT-0005568,2026-02-15T19:25:28,RCPT-20260215-00529,P-0061,hover,checkout_upsell,synthetic
INT-0005569,2026-02-15T19:25:28,RCPT-20260215-00529,P-0061,click,checkout_upsell,synthetic
INT-0005570,2026-02-15T19:25:28,RCPT-20260215-00529,P-0040,view,checkout_upsell,synthetic
INT-0005571,2026-02-15T19:25:28,RCPT-20260215-00529,P-0001,view,checkout_upsell,synthetic
INT-0005572,2026-02-15T19:25:28,RCPT-20260215-00529,P-0001,hover,checkout_upsell,synthetic
INT-0005573,2026-02-15T19:25:28,RCPT-20260215-00529,P-0057,view,checkout_upsell,synthetic
INT-0005574,2026-02-15T19:25:28,RCPT-20260215-00529,P-0066,view,checkout_upsell,synthetic
INT-0005575,2026-02-15T19:25:28,RCPT-20260215-00529,P-0066,hover,checkout_upsell,synthetic
INT-0005576,2026-02-15T19:25:28,RCPT-20260215-00529,P-0047,view,checkout_upsell,synthetic
INT-0005577,2026-02-15T19:25:28,RCPT-20260215-00529,P-0047,hover,checkout_upsell,synthetic
INT-0005578,2026-02-15T16:34:18,RCPT-20260215-00530,P-0051,view,checkout_upsell,synthetic
INT-0005579,2026-02-15T16:34:18,RCPT-20260215-00530,P-0051,hover,checkout_upsell,synthetic
INT-0005580,2026-02-15T16:34:18,RCPT-20260215-00530,P-0050,view,checkout_upsell,synthetic
INT-0005581,2026-02-15T16:34:18,RCPT-20260215-00530,P-0050,hover,checkout_upsell,synthetic
INT-0005582,2026-02-15T16:34:18,RCPT-20260215-00530,P-0020,view,checkout_upsell,synthetic
INT-0005583,2026-02-15T16:34:18,RCPT-20260215-00530,P-0020,hover,checkout_upsell,synthetic
INT-0005584,2026-02-15T16:34:18,RCPT-20260215-00530,P-0020,click,checkout_upsell,synthetic
INT-0005585,2026-02-15T16:34:18,RCPT-20260215-00530,P-0014,view,checkout_upsell,synthetic
INT-0005586,2026-02-15T16:34:18,RCPT-20260215-00530,P-0014,hover,checkout_upsell,synthetic
INT-0005587,2026-02-15T16:34:18,RCPT-20260215-00530,P-0063,view,checkout_upsell,synthetic
INT-0005588,2026-02-15T16:34:18,RCPT-20260215-00530,P-0063,hover,checkout_upsell,synthetic
INT-0005589,2026-02-15T16:34:18,RCPT-20260215-00530,P-0039,view,checkout_upsell,synthetic
INT-0005590,2026-02-16T19:03:53,RCPT-20260216-00531,P-0040,view,checkout_upsell,synthetic
INT-0005591,2026-02-16T19:03:53,RCPT-20260216-00531,P-0040,hover,checkout_upsell,synthetic
INT-0005592,2026-02-16T19:03:53,RCPT-20260216-00531,P-0040,click,checkout_upsell,synthetic
INT-0005593,2026-02-16T19:03:53,RCPT-20260216-00531,P-0003,view,checkout_upsell,synthetic
INT-0005594,2026-02-16T19:03:53,RCPT-20260216-00531,P-0046,view,checkout_upsell,synthetic
INT-0005595,2026-02-16T19:03:53,RCPT-20260216-00531,P-0002,view,checkout_upsell,synthetic
INT-0005596,2026-02-16T19:03:53,RCPT-20260216-00531,P-0002,click,checkout_upsell,synthetic
INT-0005597,2026-02-16T19:03:53,RCPT-20260216-00531,P-0072,view,checkout_upsell,synthetic
INT-0005598,2026-02-16T19:03:53,RCPT-20260216-00531,P-0072,hover,checkout_upsell,synthetic
INT-0005599,2026-02-16T19:03:53,RCPT-20260216-00531,P-0062,view,checkout_upsell,synthetic
INT-0005600,2026-02-16T19:03:53,RCPT-20260216-00531,P-0062,hover,checkout_upsell,synthetic
INT-0005601,2026-02-16T17:36:45,RCPT-20260216-00532,P-0034,view,checkout_upsell,synthetic
INT-0005602,2026-02-16T17:36:45,RCPT-20260216-00532,P-0006,view,checkout_upsell,synthetic
INT-0005603,2026-02-16T17:36:45,RCPT-20260216-00532,P-0006,hover,checkout_upsell,synthetic
INT-0005604,2026-02-16T17:36:45,RCPT-20260216-00532,P-0060,view,checkout_upsell,synthetic
INT-0005605,2026-02-16T17:36:45,RCPT-20260216-00532,P-0060,hover,checkout_upsell,synthetic
INT-0005606,2026-02-16T17:36:45,RCPT-20260216-00532,P-0003,view,checkout_upsell,synthetic
